gene,targetId,diseaseId,disease,score,known_clinical
RAB44,ENSG00000255587,EFO_1001947,childhood T acute lymphoblastic leukemia,0.7947,False
RAB44,ENSG00000255587,EFO_1001952,endometrial adenosquamous carcinoma,0.9085,False
RAB44,ENSG00000255587,EFO_1001953,"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",0.6376,False
RAB44,ENSG00000255587,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9726,False
RAB44,ENSG00000255587,EFO_1001959,hilar cholangiocarcinoma,0.7092,False
RAB44,ENSG00000255587,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.8235,False
RAB44,ENSG00000255587,EFO_1001973,ureter urothelial carcinoma,0.7346,False
RAB44,ENSG00000255587,EFO_1002001,core binding factor acute myeloid leukemia,0.8781,False
RAB44,ENSG00000255587,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.7882,False
RAB4A,ENSG00000168118,MONDO_0001879,anus cancer,0.7537,False
RAB4A,ENSG00000168118,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.7918,False
RAB4A,ENSG00000168118,MONDO_0003541,adult acute lymphoblastic leukemia,0.5918,False
RAB4A,ENSG00000168118,MONDO_0003869,childhood brain stem glioma,0.5402,False
RAB4A,ENSG00000168118,MONDO_0004111,refractory hematologic cancer,0.831,False
RAB4A,ENSG00000168118,MONDO_0004180,benign urinary system neoplasm,0.5011,False
RAB4A,ENSG00000168118,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.6575,False
RAB4A,ENSG00000168118,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.6143,False
RAB4A,ENSG00000168118,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.5207,False
RAB4A,ENSG00000168118,MONDO_0020690,adult glioblastoma,0.8177,False
RAB4A,ENSG00000168118,MONDO_0024327,chronic renal failure syndrome,0.8967,False
RAB4A,ENSG00000168118,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.8973,False
RAB4A,ENSG00000168118,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.8602,False
RAB4A,ENSG00000168118,MONDO_0045056,grade II meningioma,0.5207,False
RAB4A,ENSG00000168118,EFO_0000096,neoplasm of mature B-cells,0.7242,False
RAB4A,ENSG00000168118,EFO_0000330,childhood acute myeloid leukemia,0.5004,False
RAB4A,ENSG00000168118,EFO_0000616,neoplasm,0.5057,False
RAB4A,ENSG00000168118,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8961,False
RAB4A,ENSG00000168118,EFO_0003028,acute myeloblastic leukemia with maturation,0.8953,False
RAB4A,ENSG00000168118,EFO_0003060,non-small cell lung carcinoma,0.6058,False
RAB4A,ENSG00000168118,EFO_0004284,upper aerodigestive tract neoplasm,0.9481,False
RAB4A,ENSG00000168118,EFO_0009780,HER2 negative breast carcinoma,0.5265,False
RAB4A,ENSG00000168118,EFO_0009878,drug interaction,0.7867,False
RAB4A,ENSG00000168118,EFO_0020003,drug toxicity,0.9159,False
RAB4A,ENSG00000168118,EFO_1000251,Fallopian Tube Carcinoma,0.7419,False
RAB4A,ENSG00000168118,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5756,False
RAB4A,ENSG00000168118,EFO_1001013,lethal midline granuloma,0.8418,False
RAB4A,ENSG00000168118,EFO_1001100,peritoneal neoplasm,0.9186,False
RAB4A,ENSG00000168118,EFO_1001110,pituitary-dependent Cushing's disease,0.7954,False
RAB4A,ENSG00000168118,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.8088,False
RAB4A,ENSG00000168118,EFO_1001799,incomplete abortion,0.8145,False
RAB4A,ENSG00000168118,EFO_1001934,adult acute myeloid leukemia,0.5846,False
RAB4A,ENSG00000168118,EFO_1001945,childhood acute myeloid leukemia with maturation,0.6115,False
RAB4A,ENSG00000168118,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9343,False
RAB4B,ENSG00000167578,MONDO_0001879,anus cancer,0.7132,False
RAB4B,ENSG00000167578,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.8924,False
RAB4B,ENSG00000167578,MONDO_0003541,adult acute lymphoblastic leukemia,0.6564,False
RAB4B,ENSG00000167578,MONDO_0004111,refractory hematologic cancer,0.8112,False
RAB4B,ENSG00000167578,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.6786,False
RAB4B,ENSG00000167578,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.7032,False
RAB4B,ENSG00000167578,MONDO_0020690,adult glioblastoma,0.8112,False
RAB4B,ENSG00000167578,MONDO_0024327,chronic renal failure syndrome,0.9446,False
RAB4B,ENSG00000167578,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.7968,False
RAB4B,ENSG00000167578,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.8645,False
RAB4B,ENSG00000167578,MONDO_0045056,grade II meningioma,0.5189,False
RAB4B,ENSG00000167578,EFO_0000096,neoplasm of mature B-cells,0.6851,False
RAB4B,ENSG00000167578,EFO_0000330,childhood acute myeloid leukemia,0.5993,False
RAB4B,ENSG00000167578,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8834,False
RAB4B,ENSG00000167578,EFO_0003027,acute myeloblastic leukemia without maturation,0.5278,False
RAB4B,ENSG00000167578,EFO_0003028,acute myeloblastic leukemia with maturation,0.9123,False
RAB4B,ENSG00000167578,EFO_0003060,non-small cell lung carcinoma,0.5762,False
RAB4B,ENSG00000167578,EFO_0004284,upper aerodigestive tract neoplasm,0.94,False
RAB4B,ENSG00000167578,EFO_0006861,male breast carcinoma,0.5114,False
RAB4B,ENSG00000167578,EFO_0009878,drug interaction,0.8232,False
RAB4B,ENSG00000167578,EFO_0020003,drug toxicity,0.8817,False
RAB4B,ENSG00000167578,EFO_1000251,Fallopian Tube Carcinoma,0.7083,False
RAB4B,ENSG00000167578,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5897,False
RAB4B,ENSG00000167578,EFO_1001013,lethal midline granuloma,0.8466,False
RAB4B,ENSG00000167578,EFO_1001100,peritoneal neoplasm,0.8741,False
RAB4B,ENSG00000167578,EFO_1001110,pituitary-dependent Cushing's disease,0.8271,False
RAB4B,ENSG00000167578,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.8356,False
RAB4B,ENSG00000167578,EFO_1001799,incomplete abortion,0.8609,False
RAB4B,ENSG00000167578,EFO_1001934,adult acute myeloid leukemia,0.6382,False
RAB4B,ENSG00000167578,EFO_1001945,childhood acute myeloid leukemia with maturation,0.6461,False
RAB4B,ENSG00000167578,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9261,False
RAB4B,ENSG00000167578,EFO_1002001,core binding factor acute myeloid leukemia,0.6121,False
RAB5A,ENSG00000144566,MONDO_0001187,urinary bladder cancer,0.6868,False
RAB5A,ENSG00000144566,MONDO_0001879,anus cancer,0.9117,False
RAB5A,ENSG00000144566,MONDO_0002087,peritoneum cancer,0.6172,False
RAB5A,ENSG00000144566,MONDO_0002158,fallopian tube cancer,0.6482,False
RAB5A,ENSG00000144566,MONDO_0002586,thymus cancer,0.775,False
RAB5A,ENSG00000144566,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.7942,False
RAB5A,ENSG00000144566,MONDO_0003090,extrahepatic bile duct carcinoma,0.5829,False
RAB5A,ENSG00000144566,MONDO_0003478,childhood ependymoma,0.6465,False
RAB5A,ENSG00000144566,MONDO_0003541,adult acute lymphoblastic leukemia,0.7214,False
RAB5A,ENSG00000144566,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.5071,False
RAB5A,ENSG00000144566,MONDO_0003869,childhood brain stem glioma,0.5896,False
RAB5A,ENSG00000144566,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.6265,False
RAB5A,ENSG00000144566,MONDO_0004111,refractory hematologic cancer,0.7197,False
RAB5A,ENSG00000144566,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.7012,False
RAB5A,ENSG00000144566,MONDO_0004992,cancer,0.8254,False
RAB5A,ENSG00000144566,MONDO_0007254,breast cancer,0.7418,False
RAB5A,ENSG00000144566,MONDO_0008170,ovarian cancer,0.6135,False
RAB5A,ENSG00000144566,MONDO_0008315,prostate cancer,0.633,False
RAB5A,ENSG00000144566,MONDO_0008318,Proteus syndrome,0.7334,False
RAB5A,ENSG00000144566,MONDO_0008903,lung cancer,0.628,False
RAB5A,ENSG00000144566,MONDO_0016216,adult hepatocellular carcinoma,0.5836,False
RAB5A,ENSG00000144566,MONDO_0018521,squamous cell carcinoma of pancreas,0.6721,False
RAB5A,ENSG00000144566,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.7219,False
RAB5A,ENSG00000144566,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.7859,False
RAB5A,ENSG00000144566,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6498,False
RAB5A,ENSG00000144566,MONDO_0020690,adult glioblastoma,0.9193,False
RAB5A,ENSG00000144566,MONDO_0021074,precancerous condition,0.7867,False
RAB5A,ENSG00000144566,MONDO_0021538,verrucous carcinoma of oral cavity,0.5923,False
RAB5A,ENSG00000144566,MONDO_0024327,chronic renal failure syndrome,0.8322,False
RAB5A,ENSG00000144566,MONDO_0036501,refractory malignant neoplasm,0.6217,False
RAB5A,ENSG00000144566,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9656,False
RAB5A,ENSG00000144566,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.5409,False
RAB5A,ENSG00000144566,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9236,False
RAB5A,ENSG00000144566,MONDO_0045056,grade II meningioma,0.8316,False
RAB5A,ENSG00000144566,MONDO_0850302,intracranial meningioma,0.6061,False
RAB5A,ENSG00000144566,EFO_0000096,neoplasm of mature B-cells,0.8414,False
RAB5A,ENSG00000144566,EFO_0000196,metastatic prostate cancer,0.5493,False
RAB5A,ENSG00000144566,EFO_0000198,myelodysplastic syndrome,0.6022,False
RAB5A,ENSG00000144566,EFO_0000222,acute myeloid leukemia,0.5811,False
RAB5A,ENSG00000144566,EFO_0000304,breast adenocarcinoma,0.5217,False
RAB5A,ENSG00000144566,EFO_0000330,childhood acute myeloid leukemia,0.5601,False
RAB5A,ENSG00000144566,EFO_0000616,neoplasm,0.7963,False
RAB5A,ENSG00000144566,EFO_0000756,melanoma,0.5773,False
RAB5A,ENSG00000144566,EFO_0001378,multiple myeloma,0.5278,False
RAB5A,ENSG00000144566,EFO_0001663,prostate carcinoma,0.5209,False
RAB5A,ENSG00000144566,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8898,False
RAB5A,ENSG00000144566,EFO_0002618,pancreatic carcinoma,0.8101,False
RAB5A,ENSG00000144566,EFO_0003027,acute myeloblastic leukemia without maturation,0.5081,False
RAB5A,ENSG00000144566,EFO_0003028,acute myeloblastic leukemia with maturation,0.9336,False
RAB5A,ENSG00000144566,EFO_0003060,non-small cell lung carcinoma,0.9373,False
RAB5A,ENSG00000144566,EFO_0003869,breast neoplasm,0.6077,False
RAB5A,ENSG00000144566,EFO_0004284,upper aerodigestive tract neoplasm,0.9881,False
RAB5A,ENSG00000144566,EFO_0005537,triple-negative breast cancer,0.5583,False
RAB5A,ENSG00000144566,EFO_0006861,male breast carcinoma,0.7286,False
RAB5A,ENSG00000144566,EFO_0007532,uterine corpus cancer,0.5545,False
RAB5A,ENSG00000144566,EFO_0009780,HER2 negative breast carcinoma,0.6507,False
RAB5A,ENSG00000144566,EFO_0009878,drug interaction,0.8573,False
RAB5A,ENSG00000144566,EFO_0020003,drug toxicity,0.8447,False
RAB5A,ENSG00000144566,EFO_1000251,Fallopian Tube Carcinoma,0.6801,False
RAB5A,ENSG00000144566,EFO_1000419,Ovarian Germ Cell Tumor,0.6155,False
RAB5A,ENSG00000144566,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5967,False
RAB5A,ENSG00000144566,EFO_1000616,Uveal Melanoma,0.6224,False
RAB5A,ENSG00000144566,EFO_1001013,lethal midline granuloma,0.9237,False
RAB5A,ENSG00000144566,EFO_1001100,peritoneal neoplasm,0.901,False
RAB5A,ENSG00000144566,EFO_1001110,pituitary-dependent Cushing's disease,0.8786,False
RAB5A,ENSG00000144566,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.9121,False
RAB5A,ENSG00000144566,EFO_1001799,incomplete abortion,0.6988,False
RAB5A,ENSG00000144566,EFO_1001934,adult acute myeloid leukemia,0.6677,False
RAB5A,ENSG00000144566,EFO_1001945,childhood acute myeloid leukemia with maturation,0.6364,False
RAB5A,ENSG00000144566,EFO_1001958,high grade ovarian serous adenocarcinoma,0.981,False
RAB5A,ENSG00000144566,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.5055,False
RAB5A,ENSG00000144566,EFO_1002001,core binding factor acute myeloid leukemia,0.7172,False
RAB5A,ENSG00000144566,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.603,False
RAB5B,ENSG00000111540,MONDO_0000544,mucosal melanoma,0.6147,False
RAB5B,ENSG00000111540,MONDO_0001056,gastric cancer,0.6565,False
RAB5B,ENSG00000111540,MONDO_0001187,urinary bladder cancer,0.8628,False
RAB5B,ENSG00000111540,MONDO_0001340,heart cancer,0.5193,False
RAB5B,ENSG00000111540,MONDO_0001402,vaginal cancer,0.6205,False
RAB5B,ENSG00000111540,MONDO_0001852,small intestine lymphoma,0.836,False
RAB5B,ENSG00000111540,MONDO_0001879,anus cancer,0.9838,False
RAB5B,ENSG00000111540,MONDO_0002087,peritoneum cancer,0.9024,False
RAB5B,ENSG00000111540,MONDO_0002158,fallopian tube cancer,0.9042,False
RAB5B,ENSG00000111540,MONDO_0002225,ovarian sarcoma,0.7124,False
RAB5B,ENSG00000111540,MONDO_0002543,adult oligodendroglioma,0.5258,False
RAB5B,ENSG00000111540,MONDO_0002586,thymus cancer,0.9559,False
RAB5B,ENSG00000111540,MONDO_0002744,fallopian tube mucinous adenocarcinoma,0.5904,False
RAB5B,ENSG00000111540,MONDO_0002833,fallopian tube transitional cell carcinoma,0.7684,False
RAB5B,ENSG00000111540,MONDO_0002974,cervical cancer,0.6121,False
RAB5B,ENSG00000111540,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.9439,False
RAB5B,ENSG00000111540,MONDO_0003033,prostate angiosarcoma,0.7537,False
RAB5B,ENSG00000111540,MONDO_0003059,bile duct cancer,0.6842,False
RAB5B,ENSG00000111540,MONDO_0003060,biliary tract cancer,0.6043,False
RAB5B,ENSG00000111540,MONDO_0003090,extrahepatic bile duct carcinoma,0.8909,False
RAB5B,ENSG00000111540,MONDO_0003153,adult brainstem glioma,0.5385,False
RAB5B,ENSG00000111540,MONDO_0003196,appendix carcinoma,0.6147,False
RAB5B,ENSG00000111540,MONDO_0003212,nasal cavity carcinoma,0.5627,False
RAB5B,ENSG00000111540,MONDO_0003268,mixed glioma,0.7624,False
RAB5B,ENSG00000111540,MONDO_0003383,fallopian tube clear cell adenocarcinoma,0.7245,False
RAB5B,ENSG00000111540,MONDO_0003478,childhood ependymoma,0.89,False
RAB5B,ENSG00000111540,MONDO_0003503,fallopian tube squamous cell carcinoma,0.7931,False
RAB5B,ENSG00000111540,MONDO_0003541,adult acute lymphoblastic leukemia,0.9571,False
RAB5B,ENSG00000111540,MONDO_0003659,pediatric lymphoma,0.7583,False
RAB5B,ENSG00000111540,MONDO_0003660,adult lymphoma,0.8668,False
RAB5B,ENSG00000111540,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.776,False
RAB5B,ENSG00000111540,MONDO_0003692,adult malignant mesenchymoma,0.7292,False
RAB5B,ENSG00000111540,MONDO_0003856,adult malignant hemangiopericytoma,0.7323,False
RAB5B,ENSG00000111540,MONDO_0003869,childhood brain stem glioma,0.7527,False
RAB5B,ENSG00000111540,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.9237,False
RAB5B,ENSG00000111540,MONDO_0003890,infiltrating bladder urothelial carcinoma,0.6349,False
RAB5B,ENSG00000111540,MONDO_0003936,invasive tubular breast carcinoma,0.5778,False
RAB5B,ENSG00000111540,MONDO_0003950,nipple carcinoma,0.6323,False
RAB5B,ENSG00000111540,MONDO_0003982,bilateral breast carcinoma,0.6226,False
RAB5B,ENSG00000111540,MONDO_0004064,iris melanoma,0.8295,False
RAB5B,ENSG00000111540,MONDO_0004111,refractory hematologic cancer,0.8583,False
RAB5B,ENSG00000111540,MONDO_0004180,benign urinary system neoplasm,0.8293,False
RAB5B,ENSG00000111540,MONDO_0004192,urethra cancer,0.6272,False
RAB5B,ENSG00000111540,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.9406,False
RAB5B,ENSG00000111540,MONDO_0004374,adult extraskeletal osteosarcoma,0.5549,False
RAB5B,ENSG00000111540,MONDO_0004658,breast carcinoma in situ,0.6697,False
RAB5B,ENSG00000111540,MONDO_0004992,cancer,0.8935,False
RAB5B,ENSG00000111540,MONDO_0005411,gallbladder cancer,0.7351,False
RAB5B,ENSG00000111540,MONDO_0007254,breast cancer,0.9113,False
RAB5B,ENSG00000111540,MONDO_0008170,ovarian cancer,0.7567,False
RAB5B,ENSG00000111540,MONDO_0008315,prostate cancer,0.9564,False
RAB5B,ENSG00000111540,MONDO_0008318,Proteus syndrome,0.9658,False
RAB5B,ENSG00000111540,MONDO_0008903,lung cancer,0.7474,False
RAB5B,ENSG00000111540,MONDO_0011962,endometrial cancer,0.668,False
RAB5B,ENSG00000111540,MONDO_0015686,primary peritoneal carcinoma,0.6231,False
RAB5B,ENSG00000111540,MONDO_0016216,adult hepatocellular carcinoma,0.947,False
RAB5B,ENSG00000111540,MONDO_0017346,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,0.7609,False
RAB5B,ENSG00000111540,MONDO_0018521,squamous cell carcinoma of pancreas,0.9063,False
RAB5B,ENSG00000111540,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.8641,False
RAB5B,ENSG00000111540,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.951,False
RAB5B,ENSG00000111540,MONDO_0019460,acute leukemia of ambiguous lineage,0.6773,False
RAB5B,ENSG00000111540,MONDO_0020077,myelodysplastic/myeloproliferative disease,0.7641,False
RAB5B,ENSG00000111540,MONDO_0020541,maligant granulosa cell tumor of ovary,0.6681,False
RAB5B,ENSG00000111540,MONDO_0020656,human papillomavirus-related penile squamous cell carcinoma,0.5786,False
RAB5B,ENSG00000111540,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.9422,False
RAB5B,ENSG00000111540,MONDO_0020690,adult glioblastoma,0.9635,False
RAB5B,ENSG00000111540,MONDO_0020743,mixed phenotype acute leukemia,0.6129,False
RAB5B,ENSG00000111540,MONDO_0021063,malignant colon neoplasm,0.8952,False
RAB5B,ENSG00000111540,MONDO_0021074,precancerous condition,0.8085,False
RAB5B,ENSG00000111540,MONDO_0021115,luminal B breast carcinoma,0.7706,False
RAB5B,ENSG00000111540,MONDO_0021321,malignant tumor of extrahepatic bile duct,0.6214,False
RAB5B,ENSG00000111540,MONDO_0021535,pancreatic neuroendocrine tumor G1,0.6848,False
RAB5B,ENSG00000111540,MONDO_0021538,verrucous carcinoma of oral cavity,0.6809,False
RAB5B,ENSG00000111540,MONDO_0024327,chronic renal failure syndrome,0.8357,False
RAB5B,ENSG00000111540,MONDO_0036501,refractory malignant neoplasm,0.8542,False
RAB5B,ENSG00000111540,MONDO_0040678,infiltrating urothelial carcinoma,0.8918,False
RAB5B,ENSG00000111540,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9682,False
RAB5B,ENSG00000111540,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.9092,False
RAB5B,ENSG00000111540,MONDO_0044887,central nervous system non-hodgkin lymphoma,0.7026,False
RAB5B,ENSG00000111540,MONDO_0044889,high grade B-cell lymphoma,0.5449,False
RAB5B,ENSG00000111540,MONDO_0044903,myelofibrosis,0.5418,False
RAB5B,ENSG00000111540,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.973,False
RAB5B,ENSG00000111540,MONDO_0045056,grade II meningioma,0.9361,False
RAB5B,ENSG00000111540,MONDO_0850302,intracranial meningioma,0.7082,False
RAB5B,ENSG00000111540,EFO_0000095,chronic lymphocytic leukemia,0.6599,False
RAB5B,ENSG00000111540,EFO_0000096,neoplasm of mature B-cells,0.9563,False
RAB5B,ENSG00000111540,EFO_0000181,head and neck squamous cell carcinoma,0.5614,False
RAB5B,ENSG00000111540,EFO_0000196,metastatic prostate cancer,0.8498,False
RAB5B,ENSG00000111540,EFO_0000198,myelodysplastic syndrome,0.7241,False
RAB5B,ENSG00000111540,EFO_0000221,acute monocytic leukemia,0.7094,False
RAB5B,ENSG00000111540,EFO_0000222,acute myeloid leukemia,0.6905,False
RAB5B,ENSG00000111540,EFO_0000233,adenosquamous lung carcinoma,0.8665,False
RAB5B,ENSG00000111540,EFO_0000304,breast adenocarcinoma,0.8875,False
RAB5B,ENSG00000111540,EFO_0000305,breast carcinoma,0.6353,False
RAB5B,ENSG00000111540,EFO_0000308,bronchoalveolar adenocarcinoma,0.7673,False
RAB5B,ENSG00000111540,EFO_0000330,childhood acute myeloid leukemia,0.812,False
RAB5B,ENSG00000111540,EFO_0000403,diffuse large B-cell lymphoma,0.7198,False
RAB5B,ENSG00000111540,EFO_0000503,gastric adenocarcinoma,0.6988,False
RAB5B,ENSG00000111540,EFO_0000565,leukemia,0.5308,False
RAB5B,ENSG00000111540,EFO_0000574,lymphoma,0.7447,False
RAB5B,ENSG00000111540,EFO_0000616,neoplasm,0.9364,False
RAB5B,ENSG00000111540,EFO_0000673,prostate adenocarcinoma,0.7937,False
RAB5B,ENSG00000111540,EFO_0000702,small cell lung carcinoma,0.6308,False
RAB5B,ENSG00000111540,EFO_0000756,melanoma,0.8557,False
RAB5B,ENSG00000111540,EFO_0001075,ovarian carcinoma,0.621,False
RAB5B,ENSG00000111540,EFO_0001378,multiple myeloma,0.7874,False
RAB5B,ENSG00000111540,EFO_0001642,lymphoid neoplasm,0.823,False
RAB5B,ENSG00000111540,EFO_0001663,prostate carcinoma,0.8508,False
RAB5B,ENSG00000111540,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.9614,False
RAB5B,ENSG00000111540,EFO_0002617,metastatic melanoma,0.5006,False
RAB5B,ENSG00000111540,EFO_0002618,pancreatic carcinoma,0.9403,False
RAB5B,ENSG00000111540,EFO_0003026,minimally differentiated acute myeloblastic leukemia,0.6675,False
RAB5B,ENSG00000111540,EFO_0003027,acute myeloblastic leukemia without maturation,0.9013,False
RAB5B,ENSG00000111540,EFO_0003028,acute myeloblastic leukemia with maturation,0.9845,False
RAB5B,ENSG00000111540,EFO_0003050,large cell lung carcinoma,0.73,False
RAB5B,ENSG00000111540,EFO_0003060,non-small cell lung carcinoma,0.9785,False
RAB5B,ENSG00000111540,EFO_0003859,uterine neoplasm,0.7727,False
RAB5B,ENSG00000111540,EFO_0003863,urogenital neoplasm,0.6312,False
RAB5B,ENSG00000111540,EFO_0003869,breast neoplasm,0.8659,False
RAB5B,ENSG00000111540,EFO_0003876,intermittent vascular claudication,0.5934,False
RAB5B,ENSG00000111540,EFO_0003891,biliary tract neoplasm,0.8518,False
RAB5B,ENSG00000111540,EFO_0004252,nasopharyngeal neoplasm,0.7744,False
RAB5B,ENSG00000111540,EFO_0004284,upper aerodigestive tract neoplasm,0.9876,False
RAB5B,ENSG00000111540,EFO_0004289,lymphoid leukemia,0.8553,False
RAB5B,ENSG00000111540,EFO_0004599,acute graft vs. host disease,0.5126,False
RAB5B,ENSG00000111540,EFO_0004606,gallbladder neoplasm,0.7335,False
RAB5B,ENSG00000111540,EFO_0005537,triple-negative breast cancer,0.9267,False
RAB5B,ENSG00000111540,EFO_0005540,bile duct carcinoma,0.7314,False
RAB5B,ENSG00000111540,EFO_0006732,pancreatic adenosquamous carcinoma,0.6613,False
RAB5B,ENSG00000111540,EFO_0006861,male breast carcinoma,0.9744,False
RAB5B,ENSG00000111540,EFO_0007532,uterine corpus cancer,0.9066,False
RAB5B,ENSG00000111540,EFO_0007535,verrucous carcinoma,0.5265,False
RAB5B,ENSG00000111540,EFO_0009443,BRCAX breast cancer,0.8403,False
RAB5B,ENSG00000111540,EFO_0009780,HER2 negative breast carcinoma,0.9485,False
RAB5B,ENSG00000111540,EFO_0009878,drug interaction,0.9334,False
RAB5B,ENSG00000111540,EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,0.5879,False
RAB5B,ENSG00000111540,EFO_0010832,primary central chondrosarcoma,0.6746,False
RAB5B,ENSG00000111540,EFO_0020003,drug toxicity,0.8371,False
RAB5B,ENSG00000111540,EFO_1000044,pancreatic adenocarcinoma,0.8397,False
RAB5B,ENSG00000111540,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.8975,False
RAB5B,ENSG00000111540,EFO_1000238,Endometrial Serous Adenocarcinoma,0.5014,False
RAB5B,ENSG00000111540,EFO_1000251,Fallopian Tube Carcinoma,0.8947,False
RAB5B,ENSG00000111540,EFO_1000253,Fallopian Tube Serous Adenocarcinoma,0.6655,False
RAB5B,ENSG00000111540,EFO_1000294,HER2 Positive Breast Carcinoma,0.6908,False
RAB5B,ENSG00000111540,EFO_1000357,Malignant Ovarian Brenner Tumor,0.6784,False
RAB5B,ENSG00000111540,EFO_1000412,Ovarian Carcinosarcoma,0.6604,False
RAB5B,ENSG00000111540,EFO_1000419,Ovarian Germ Cell Tumor,0.9103,False
RAB5B,ENSG00000111540,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.8488,False
RAB5B,ENSG00000111540,EFO_1000616,Uveal Melanoma,0.9198,False
RAB5B,ENSG00000111540,EFO_1000649,estrogen-receptor positive breast cancer,0.7574,False
RAB5B,ENSG00000111540,EFO_1000657,rectum cancer,0.7353,False
RAB5B,ENSG00000111540,EFO_1001013,lethal midline granuloma,0.968,False
RAB5B,ENSG00000111540,EFO_1001100,peritoneal neoplasm,0.972,False
RAB5B,ENSG00000111540,EFO_1001110,pituitary-dependent Cushing's disease,0.9389,False
RAB5B,ENSG00000111540,EFO_1001257,acute erythroblastic leukemia,0.8713,False
RAB5B,ENSG00000111540,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.961,False
RAB5B,ENSG00000111540,EFO_1001465,gliosarcoma,0.5751,False
RAB5B,ENSG00000111540,EFO_1001480,metastatic colorectal cancer,0.5528,False
RAB5B,ENSG00000111540,EFO_1001799,incomplete abortion,0.6828,False
RAB5B,ENSG00000111540,EFO_1001830,precursor T-cell lymphoblastic leukemia-lymphoma,0.7884,False
RAB5B,ENSG00000111540,EFO_1001932,adult acute megakaryoblastic leukemia,0.7869,False
RAB5B,ENSG00000111540,EFO_1001933,adult acute monocytic leukemia,0.8754,False
RAB5B,ENSG00000111540,EFO_1001934,adult acute myeloid leukemia,0.9288,False
RAB5B,ENSG00000111540,EFO_1001935,adult B acute lymphoblastic leukemia,0.7931,False
RAB5B,ENSG00000111540,EFO_1001936,adult T acute lymphoblastic leukemia,0.5709,False
RAB5B,ENSG00000111540,EFO_1001945,childhood acute myeloid leukemia with maturation,0.9221,False
RAB5B,ENSG00000111540,EFO_1001946,childhood B acute lymphoblastic leukemia,0.7485,False
RAB5B,ENSG00000111540,EFO_1001947,childhood T acute lymphoblastic leukemia,0.6942,False
RAB5B,ENSG00000111540,EFO_1001952,endometrial adenosquamous carcinoma,0.8601,False
