ensembl_gene_id,gene_symbol,druggability_tier,small_mol_druggable,bio_druggable,adme_gene
ENSG00000136488,CSH1,Tier 3A,N,Y,N
ENSG00000136688,IL36G,Tier 3A,N,Y,N
ENSG00000136689,IL1RN,Tier 3A,N,Y,N
ENSG00000136695,IL36RN,Tier 3A,N,Y,N
ENSG00000136696,IL36B,Tier 3A,N,Y,N
ENSG00000136697,IL1F10,Tier 3A,N,Y,N
ENSG00000136999,NOV,Tier 3A,N,Y,N
ENSG00000137033,IL33,Tier 3A,N,Y,N
ENSG00000137077,CCL21,Tier 3A,N,Y,N
ENSG00000137142,IGFBPL1,Tier 3A,N,Y,N
ENSG00000137251,TINAG,Tier 3A,N,Y,N
ENSG00000137441,FGFBP2,Tier 3A,N,Y,N
ENSG00000137801,THBS1,Tier 3A,N,Y,N
ENSG00000137809,ITGA11,Tier 3A,N,Y,N
ENSG00000138294,MSMB,Tier 3A,N,Y,N
ENSG00000138316,ADAMTS14,Tier 3A,N,Y,N
ENSG00000138623,SEMA7A,Tier 3A,N,Y,N
ENSG00000138675,FGF5,Tier 3A,N,Y,N
ENSG00000138684,IL21,Tier 3A,N,Y,N
ENSG00000138722,MMRN1,Tier 3A,N,Y,N
ENSG00000138755,CXCL9,Tier 3A,N,Y,N
ENSG00000138798,EGF,Tier 3A,N,Y,N
ENSG00000138829,FBN2,Tier 3A,N,Y,N
ENSG00000139192,TAPBPL,Tier 3A,N,Y,N
ENSG00000139193,CD27,Tier 3A,N,Y,N
ENSG00000139219,COL2A1,Tier 3A,N,Y,N
ENSG00000139269,INHBE,Tier 3A,N,Y,N
ENSG00000139329,LUM,Tier 3A,N,Y,N
ENSG00000139330,KERA,Tier 3A,N,Y,N
ENSG00000139549,DHH,Tier 3A,N,Y,N
ENSG00000139574,NPFF,Tier 3A,N,Y,N
ENSG00000139899,CBLN3,Tier 3A,N,Y,N
ENSG00000140092,FBLN5,Tier 3A,N,Y,N
ENSG00000140093,SERPINA10,Tier 3A,N,Y,N
ENSG00000140285,FGF7,Tier 3A,N,Y,N
ENSG00000140470,ADAMTS17,Tier 3A,N,Y,N
ENSG00000140479,PCSK6,Tier 3A,N,Y,N
ENSG00000140511,HAPLN3,Tier 3A,N,Y,N
ENSG00000140545,MFGE8,Tier 3A,N,Y,N
ENSG00000140564,FURIN,Tier 3A,N,Y,N
ENSG00000140678,ITGAX,Tier 3A,N,Y,N
ENSG00000140873,ADAMTS18,Tier 3A,N,Y,N
ENSG00000140945,CDH13,Tier 3A,N,Y,N
ENSG00000141012,GALNS,Tier 3A,N,Y,N
ENSG00000141068,KSR1,Tier 3A,Y,N,N
ENSG00000141086,CTRL,Tier 3A,N,Y,N
ENSG00000141098,GFOD2,Tier 3A,N,Y,N
ENSG00000141433,ADCYAP1,Tier 3A,N,Y,N
ENSG00000141505,ASGR1,Tier 3A,N,Y,N
ENSG00000141655,TNFRSF11A,Tier 3A,N,Y,N
ENSG00000142156,COL6A1,Tier 3A,N,Y,N
ENSG00000142224,IL19,Tier 3A,N,Y,N
ENSG00000142303,ADAMTS10,Tier 3A,N,Y,N
ENSG00000142606,MMEL1,Tier 3A,N,Y,N
ENSG00000142615,CELA2A,Tier 3A,N,Y,N
ENSG00000143119,CD53,Tier 3A,N,Y,N
ENSG00000143125,PROK1,Tier 3A,N,Y,N
ENSG00000143196,DPT,Tier 3A,N,Y,N
ENSG00000143226,FCGR2A,Tier 3A,N,Y,N
ENSG00000143278,F13B,Tier 3A,N,Y,N
ENSG00000143297,FCRL5,Tier 3A,N,Y,N
ENSG00000143321,HDGF,Tier 3A,N,Y,N
ENSG00000143556,S100A7,Tier 3A,N,Y,N
ENSG00000143641,GALNT2,Tier 3A,N,Y,N
ENSG00000143869,GDF7,Tier 3A,N,Y,N
ENSG00000143870,PDIA6,Tier 3A,N,Y,N
ENSG00000144339,TMEFF2,Tier 3A,N,Y,N
ENSG00000144455,SUMF1,Tier 3A,N,Y,N
ENSG00000144619,CNTN4,Tier 3A,N,Y,N
ENSG00000144668,ITGA9,Tier 3A,N,Y,N
ENSG00000144724,PTPRG,Tier 3A,Y,Y,N
ENSG00000144810,COL8A1,Tier 3A,N,Y,N
ENSG00000144857,BOC,Tier 3A,N,Y,N
ENSG00000144935,TRPC1,Tier 3A,Y,N,N
ENSG00000145147,SLIT2,Tier 3A,N,Y,N
ENSG00000145244,CORIN,Tier 3A,N,Y,N
ENSG00000145423,SFRP2,Tier 3A,N,Y,N
ENSG00000145431,PDGFC,Tier 3A,N,Y,N
ENSG00000145681,HAPLN1,Tier 3A,N,Y,N
ENSG00000145808,ADAMTS19,Tier 3A,N,Y,N
ENSG00000145826,LECT2,Tier 3A,N,Y,N
ENSG00000145882,PCYOX1L,Tier 3A,N,Y,N
ENSG00000146013,GFRA3,Tier 3A,N,Y,N
ENSG00000146072,TNFRSF21,Tier 3A,N,Y,N
ENSG00000146374,RSPO3,Tier 3A,N,Y,N
ENSG00000147896,IFNK,Tier 3A,N,Y,N
ENSG00000148180,GSN,Tier 3A,N,Y,N
ENSG00000148204,CRB2,Tier 3A,N,Y,N
ENSG00000148386,LCN9,Tier 3A,N,Y,N
ENSG00000148926,ADM,Tier 3A,N,Y,N
ENSG00000148965,SAA4,Tier 3A,N,Y,N
ENSG00000149021,SCGB1A1,Tier 3A,N,Y,N
ENSG00000149131,SERPING1,Tier 3A,N,Y,N
ENSG00000149177,PTPRJ,Tier 3A,N,Y,N
ENSG00000149564,ESAM,Tier 3A,N,Y,N
ENSG00000149577,SIDT2,Tier 3A,N,Y,N
ENSG00000150275,PCDH15,Tier 3A,N,Y,N
ENSG00000150281,CTF1,Tier 3A,N,Y,N
ENSG00000150625,GPM6A,Tier 3A,N,Y,N
ENSG00000150637,CD226,Tier 3A,N,Y,N
ENSG00000150938,CRIM1,Tier 3A,N,Y,N
ENSG00000150995,ITPR1,Tier 3A,Y,N,N
ENSG00000151006,PRSS53,Tier 3A,N,Y,N
ENSG00000151033,LYZL2,Tier 3A,N,Y,N
ENSG00000151388,ADAMTS12,Tier 3A,N,Y,N
ENSG00000151468,CCDC3,Tier 3A,N,Y,N
ENSG00000151655,ITIH2,Tier 3A,N,Y,N
ENSG00000151746,BICD1,Tier 3A,N,Y,N
ENSG00000152402,GUCY1A2,Tier 3A,Y,N,N
ENSG00000152595,MEPE,Tier 3A,N,Y,N
ENSG00000152785,BMP3,Tier 3A,N,Y,N
ENSG00000153029,MR1,Tier 3A,N,Y,N
ENSG00000153162,BMP6,Tier 3A,N,Y,N
ENSG00000153246,PLA2R1,Tier 3A,N,Y,N
ENSG00000153283,CD96,Tier 3A,N,Y,N
ENSG00000153563,CD8A,Tier 3A,N,Y,N
ENSG00000153822,KCNJ16,Tier 3A,Y,Y,N
ENSG00000154269,ENPP3,Tier 3A,N,Y,N
ENSG00000154721,JAM2,Tier 3A,N,Y,N
ENSG00000154764,WNT7A,Tier 3A,N,Y,N
ENSG00000155011,DKK2,Tier 3A,N,Y,N
ENSG00000155657,TTN,Tier 3A,Y,Y,N
ENSG00000156076,WIF1,Tier 3A,N,Y,N
ENSG00000156140,ADAMTS3,Tier 3A,N,Y,N
ENSG00000156218,ADAMTSL3,Tier 3A,N,Y,N
ENSG00000156886,ITGAD,Tier 3A,N,Y,N
ENSG00000157087,ATP2B2,Tier 3A,Y,N,N
ENSG00000157093,LYZL4,Tier 3A,N,Y,N
ENSG00000157168,NRG1,Tier 3A,N,Y,N
ENSG00000157193,LRP8,Tier 3A,N,Y,N
ENSG00000157350,ST3GAL2,Tier 3A,N,Y,N
ENSG00000157542,KCNJ6,Tier 3A,Y,Y,N
ENSG00000157551,KCNJ15,Tier 3A,Y,Y,N
ENSG00000157766,ACAN,Tier 3A,N,Y,N
ENSG00000157873,TNFRSF14,Tier 3A,N,Y,N
ENSG00000158406,HIST1H4H,Tier 3A,N,Y,N
ENSG00000158714,SLAMF8,Tier 3A,N,Y,N
ENSG00000158813,EDA,Tier 3A,N,Y,N
ENSG00000158815,FGF17,Tier 3A,N,Y,N
ENSG00000158887,MPZ,Tier 3A,N,Y,N
ENSG00000158955,WNT9B,Tier 3A,N,Y,N
ENSG00000159166,LAD1,Tier 3A,N,Y,N
ENSG00000159167,STC1,Tier 3A,N,Y,N
ENSG00000159224,GIP,Tier 3A,N,Y,N
ENSG00000159307,SCUBE1,Tier 3A,N,Y,N
ENSG00000159792,PSKH1,Tier 3A,Y,N,N
ENSG00000160111,CPAMD8,Tier 3A,N,Y,N
ENSG00000160113,NR2F6,Tier 3A,Y,N,N
ENSG00000160145,KALRN,Tier 3A,Y,N,N
ENSG00000160161,CILP2,Tier 3A,N,Y,N
ENSG00000160180,TFF3,Tier 3A,N,Y,N
ENSG00000160181,TFF2,Tier 3A,N,Y,N
ENSG00000160182,TFF1,Tier 3A,N,Y,N
ENSG00000160323,ADAMTS13,Tier 3A,N,Y,N
ENSG00000160349,LCN1,Tier 3A,N,Y,N
ENSG00000160588,MPZL3,Tier 3A,N,Y,N
ENSG00000160593,AMICA1,Tier 3A,N,Y,N
ENSG00000160613,PCSK7,Tier 3A,N,Y,N
ENSG00000160856,FCRL3,Tier 3A,N,Y,N
ENSG00000160886,LY6K,Tier 3A,N,Y,N
ENSG00000160963,COL26A1,Tier 3A,N,Y,N
ENSG00000161249,DMKN,Tier 3A,N,Y,N
ENSG00000161634,DCD,Tier 3A,N,Y,N
ENSG00000161649,CD300LG,Tier 3A,N,Y,N
ENSG00000161921,CXCL16,Tier 3A,N,Y,N
ENSG00000161955,TNFSF13,Tier 3A,N,Y,N
ENSG00000162267,ITIH3,Tier 3A,N,Y,N
ENSG00000162490,DRAXIN,Tier 3A,N,Y,N
ENSG00000162552,WNT4,Tier 3A,N,Y,N
ENSG00000162572,SCNN1D,Tier 3A,Y,Y,N
ENSG00000162631,NTNG1,Tier 3A,N,Y,N
ENSG00000162687,KCNT2,Tier 3A,Y,N,N
ENSG00000162694,EXTL2,Tier 3A,N,Y,N
ENSG00000162706,CADM3,Tier 3A,N,Y,N
ENSG00000162729,IGSF8,Tier 3A,N,Y,N
ENSG00000162739,SLAMF6,Tier 3A,N,Y,N
ENSG00000162745,OLFML2B,Tier 3A,N,Y,N
ENSG00000162836,ACP6,Tier 3A,N,Y,N
ENSG00000162891,IL20,Tier 3A,N,Y,N
ENSG00000162892,IL24,Tier 3A,N,Y,N
ENSG00000162998,FRZB,Tier 3A,N,Y,N
ENSG00000163083,INHBB,Tier 3A,N,Y,N
ENSG00000163217,BMP10,Tier 3A,N,Y,N
ENSG00000163273,NPPC,Tier 3A,N,Y,N
ENSG00000163297,ANTXR2,Tier 3A,N,Y,N
ENSG00000163359,COL6A3,Tier 3A,N,Y,N
ENSG00000163389,POGLUT1,Tier 3A,N,Y,N
ENSG00000163479,SSR2,Tier 3A,N,Y,N
ENSG00000163501,IHH,Tier 3A,N,Y,N
ENSG00000163520,FBLN2,Tier 3A,N,Y,N
ENSG00000163534,FCRL1,Tier 3A,N,Y,N
ENSG00000163606,CD200R1,Tier 3A,N,Y,N
ENSG00000163638,ADAMTS9,Tier 3A,N,Y,N
ENSG00000163687,DNASE1L3,Tier 3A,N,Y,N
ENSG00000163710,PCOLCE2,Tier 3A,N,Y,N
ENSG00000163734,CXCL3,Tier 3A,N,Y,N
ENSG00000163735,CXCL5,Tier 3A,N,Y,N
ENSG00000163736,PPBP,Tier 3A,N,Y,N
ENSG00000163737,PF4,Tier 3A,N,Y,N
ENSG00000163902,RPN1,Tier 3A,N,Y,N
ENSG00000163956,LRPAP1,Tier 3A,N,Y,N
ENSG00000164050,PLXNB1,Tier 3A,N,Y,N
ENSG00000164161,HHIP,Tier 3A,N,Y,N
ENSG00000164176,EDIL3,Tier 3A,N,Y,N
ENSG00000164220,F2RL2,Tier 3A,Y,Y,N
ENSG00000164265,SCGB3A2,Tier 3A,N,Y,N
ENSG00000164266,SPINK1,Tier 3A,N,Y,N
ENSG00000164307,ERAP1,Tier 3A,N,Y,N
ENSG00000164318,EGFLAM,Tier 3A,N,Y,N
ENSG00000164399,IL3,Tier 3A,N,Y,N
ENSG00000164485,IL22RA2,Tier 3A,N,Y,N
ENSG00000164530,PI16,Tier 3A,N,Y,N
ENSG00000164692,COL1A2,Tier 3A,N,Y,N
ENSG00000164761,TNFRSF11B,Tier 3A,N,Y,N
ENSG00000164821,DEFA4,Tier 3A,N,Y,N
ENSG00000164822,DEFA6,Tier 3A,N,Y,N
ENSG00000164946,FREM1,Tier 3A,N,Y,N
ENSG00000165471,MBL2,Tier 3A,N,Y,N
ENSG00000165661,QSOX2,Tier 3A,N,Y,N
ENSG00000165953,SERPINA12,Tier 3A,N,Y,N
ENSG00000165973,NELL1,Tier 3A,N,Y,N
ENSG00000165995,CACNB2,Tier 3A,Y,N,N
ENSG00000166033,HTRA1,Tier 3A,N,Y,N
ENSG00000166035,LIPC,Tier 3A,Y,Y,N
ENSG00000166090,IL25,Tier 3A,N,Y,N
ENSG00000166106,ADAMTS15,Tier 3A,N,Y,N
ENSG00000166145,SPINT1,Tier 3A,N,Y,N
ENSG00000166147,FBN1,Tier 3A,N,Y,N
ENSG00000166278,C2,Tier 3A,N,Y,N
ENSG00000166402,TUB,Tier 3A,N,Y,N
ENSG00000166535,A2ML1,Tier 3A,N,Y,N
ENSG00000166573,GALR1,Tier 3A,Y,Y,N
ENSG00000166922,SCG5,Tier 3A,N,Y,N
ENSG00000166923,GREM1,Tier 3A,N,Y,N
ENSG00000167535,CACNB3,Tier 3A,Y,N,N
ENSG00000167633,KIR3DL1,Tier 3A,N,Y,N
ENSG00000167642,SPINT2,Tier 3A,N,Y,N
ENSG00000167711,SERPINF2,Tier 3A,N,Y,N
ENSG00000167749,KLK4,Tier 3A,N,Y,N
ENSG00000167751,KLK2,Tier 3A,N,Y,N
ENSG00000167754,KLK5,Tier 3A,N,Y,N
ENSG00000167755,KLK6,Tier 3A,N,Y,N
ENSG00000167772,ANGPTL4,Tier 3A,N,Y,N
ENSG00000168056,LTBP3,Tier 3A,N,Y,N
ENSG00000168477,TNXB,Tier 3A,N,Y,N
ENSG00000168484,SFTPC,Tier 3A,N,Y,N
ENSG00000168685,IL7R,Tier 3A,N,Y,N
ENSG00000168743,NPNT,Tier 3A,N,Y,N
ENSG00000168811,IL12A,Tier 3A,N,Y,N
ENSG00000168843,FSTL5,Tier 3A,N,Y,N
ENSG00000168928,CTRB2,Tier 3A,N,Y,N
ENSG00000169006,NTSR2,Tier 3A,Y,N,N
ENSG00000169031,COL4A3,Tier 3A,N,Y,N
ENSG00000169231,THBS3,Tier 3A,N,Y,N
ENSG00000169242,EFNA1,Tier 3A,N,Y,N
ENSG00000169344,UMOD,Tier 3A,N,Y,N
ENSG00000169347,GP2,Tier 3A,N,Y,N
ENSG00000169393,ELSPBP1,Tier 3A,N,Y,N
ENSG00000169413,RNASE6,Tier 3A,N,Y,N
ENSG00000169550,MUC15,Tier 3A,N,Y,N
ENSG00000169605,GKN1,Tier 3A,N,Y,N
ENSG00000169752,NRG4,Tier 3A,N,Y,N
ENSG00000169814,BTD,Tier 3A,N,Y,N
ENSG00000169894,MUC3A,Tier 3A,N,Y,N
ENSG00000169896,ITGAM,Tier 3A,N,Y,N
ENSG00000170054,SERPINA9,Tier 3A,N,Y,N
ENSG00000170099,SERPINA6,Tier 3A,N,Y,N
ENSG00000170348,TMED10,Tier 3A,N,Y,N
ENSG00000170367,CST5,Tier 3A,N,Y,N
ENSG00000170369,CST2,Tier 3A,N,Y,N
ENSG00000170498,KISS1,Tier 3A,N,Y,N
ENSG00000170866,LILRA3,Tier 3A,N,Y,N
ENSG00000170927,PKHD1,Tier 3A,N,Y,N
ENSG00000170962,PDGFD,Tier 3A,N,Y,N
ENSG00000171102,OBP2B,Tier 3A,N,Y,N
ENSG00000171119,NRTN,Tier 3A,N,Y,N
ENSG00000171136,RLN3,Tier 3A,N,Y,N
ENSG00000171195,MUC7,Tier 3A,N,Y,N
ENSG00000171243,SOSTDC1,Tier 3A,N,Y,N
ENSG00000171435,KSR2,Tier 3A,Y,N,N
ENSG00000171502,COL24A1,Tier 3A,N,Y,N
ENSG00000171587,DSCAM,Tier 3A,N,Y,N
ENSG00000171812,COL8A2,Tier 3A,N,Y,N
ENSG00000171867,PRNP,Tier 3A,N,Y,N
ENSG00000171951,SCG2,Tier 3A,N,Y,N
ENSG00000172116,CD8B,Tier 3A,N,Y,N
ENSG00000172179,PRL,Tier 3A,N,Y,N
ENSG00000172260,NEGR1,Tier 3A,N,Y,N
ENSG00000172349,IL16,Tier 3A,N,Y,N
ENSG00000172458,IL17D,Tier 3A,N,Y,N
ENSG00000172543,CTSW,Tier 3A,N,Y,N
ENSG00000172638,EFEMP2,Tier 3A,N,Y,N
ENSG00000172724,CCL19,Tier 3A,N,Y,N
ENSG00000172987,HPSE2,Tier 3A,N,Y,N
ENSG00000173157,ADAMTS20,Tier 3A,N,Y,N
ENSG00000173335,CST9,Tier 3A,N,Y,N
ENSG00000173432,SAA1,Tier 3A,N,Y,N
ENSG00000173531,MST1,Tier 3A,Y,Y,N
ENSG00000174059,CD34,Tier 3A,N,Y,N
ENSG00000174343,CHRNA9,Tier 3A,Y,N,N
ENSG00000174348,PODN,Tier 3A,N,Y,N
ENSG00000174562,KLK15,Tier 3A,N,Y,N
ENSG00000174938,SEZ6L2,Tier 3A,N,Y,N
ENSG00000175189,INHBC,Tier 3A,N,Y,N
ENSG00000175336,APOF,Tier 3A,N,Y,N
ENSG00000175356,SCUBE2,Tier 3A,N,Y,N
ENSG00000175426,PCSK1,Tier 3A,N,Y,N
ENSG00000175785,PRIMA1,Tier 3A,N,Y,N
ENSG00000175868,CALCB,Tier 3A,N,Y,N
ENSG00000175874,CREG2,Tier 3A,N,Y,N
ENSG00000176435,CLEC14A,Tier 3A,N,Y,N
ENSG00000176697,BDNF,Tier 3A,N,Y,N
ENSG00000176919,C8G,Tier 3A,N,Y,N
ENSG00000177697,CD151,Tier 3A,N,Y,N
ENSG00000177807,KCNJ10,Tier 3A,Y,Y,N
ENSG00000177830,CHID1,Tier 3A,N,Y,N
ENSG00000178031,ADAMTSL1,Tier 3A,N,Y,N
ENSG00000178096,BOLA1,Tier 3A,N,Y,N
ENSG00000178226,PRSS36,Tier 3A,N,Y,N
ENSG00000178538,CA8,Tier 3A,Y,N,N
ENSG00000179002,TAS1R2,Tier 3A,Y,N,N
ENSG00000179218,CALR,Tier 3A,N,Y,N
ENSG00000179399,GPC5,Tier 3A,N,Y,N
ENSG00000179639,FCER1A,Tier 3A,N,Y,N
ENSG00000179751,SYCN,Tier 3A,N,Y,N
ENSG00000179914,ITLN1,Tier 3A,N,Y,N
ENSG00000179915,NRXN1,Tier 3A,N,Y,N
ENSG00000180245,RRH,Tier 3A,Y,Y,N
ENSG00000180875,GREM2,Tier 3A,N,Y,N
ENSG00000181027,FKRP,Tier 3A,N,Y,N
ENSG00000181036,FCRL6,Tier 3A,N,Y,N
ENSG00000181092,ADIPOQ,Tier 3A,N,Y,N
ENSG00000181195,PENK,Tier 3A,N,Y,N
ENSG00000181409,AATK,Tier 3A,Y,N,N
ENSG00000181523,SGSH,Tier 3A,N,Y,N
ENSG00000181562,EDDM3A,Tier 3A,N,Y,N
ENSG00000181634,TNFSF15,Tier 3A,N,Y,N
ENSG00000182393,IFNL1,Tier 3A,N,Y,N
ENSG00000182545,RNASE10,Tier 3A,N,Y,N
ENSG00000182585,EPGN,Tier 3A,N,Y,N
ENSG00000182667,NTM,Tier 3A,N,Y,N
ENSG00000182752,PAPPA,Tier 3A,N,Y,N
ENSG00000182853,VMO1,Tier 3A,N,Y,N
ENSG00000182871,COL18A1,Tier 3A,N,Y,N
ENSG00000183098,GPC6,Tier 3A,N,Y,N
ENSG00000183378,OVCH2,Tier 3A,N,Y,N
ENSG00000183607,GKN2,Tier 3A,N,Y,N
ENSG00000183682,BMP8A,Tier 3A,N,Y,N
ENSG00000183691,NOG,Tier 3A,N,Y,N
ENSG00000183709,IFNL2,Tier 3A,N,Y,N
ENSG00000183715,OPCML,Tier 3A,N,Y,N
ENSG00000183844,FAM3B,Tier 3A,N,Y,N
ENSG00000183971,NPW,Tier 3A,N,Y,N
ENSG00000184164,CRELD2,Tier 3A,N,Y,N
ENSG00000184347,SLIT3,Tier 3A,N,Y,N
ENSG00000184349,EFNA5,Tier 3A,N,Y,N
ENSG00000184374,COLEC10,Tier 3A,N,Y,N
ENSG00000184408,KCND2,Tier 3A,Y,N,N
ENSG00000184459,BPIFC,Tier 3A,N,Y,N
ENSG00000184502,GAST,Tier 3A,N,Y,N
ENSG00000184599,FAM19A3,Tier 3A,N,Y,N
ENSG00000184709,LRRC26,Tier 3A,Y,Y,N
ENSG00000184719,RNLS,Tier 3A,N,Y,N
ENSG00000184840,TMED9,Tier 3A,N,Y,N
ENSG00000185215,TNFAIP2,Tier 3A,N,Y,N
ENSG00000185245,GP1BA,Tier 3A,N,Y,N
ENSG00000185339,TCN2,Tier 3A,N,Y,N
ENSG00000185737,NRG3,Tier 3A,N,Y,N
ENSG00000185885,IFITM1,Tier 3A,N,Y,N
ENSG00000185896,LAMP1,Tier 3A,N,Y,N
ENSG00000186074,CD300LF,Tier 3A,N,Y,N
ENSG00000186431,FCAR,Tier 3A,N,Y,N
ENSG00000186510,CLCNKA,Tier 3A,Y,N,N
ENSG00000186652,PRG2,Tier 3A,N,Y,N
ENSG00000186792,HYAL3,Tier 3A,N,Y,N
ENSG00000186895,FGF3,Tier 3A,N,Y,N
ENSG00000187094,CCK,Tier 3A,N,Y,N
ENSG00000187116,LILRA5,Tier 3A,N,Y,N
ENSG00000187122,SLIT1,Tier 3A,Y,Y,N
ENSG00000187123,LYPD6,Tier 3A,N,Y,N
ENSG00000187244,BCAM,Tier 3A,N,Y,N
ENSG00000187498,COL4A1,Tier 3A,N,Y,N
ENSG00000187664,HAPLN4,Tier 3A,N,Y,N
ENSG00000187720,THSD4,Tier 3A,N,Y,N
ENSG00000187764,SEMA4D,Tier 3A,N,Y,N
ENSG00000188064,WNT7B,Tier 3A,N,Y,N
ENSG00000188076,SCGB1C1,Tier 3A,N,Y,N
ENSG00000188107,EYS,Tier 3A,N,Y,N
ENSG00000188157,AGRN,Tier 3A,N,Y,N
ENSG00000188334,BSPH1,Tier 3A,N,Y,N
ENSG00000188372,ZP3,Tier 3A,N,Y,N
ENSG00000188488,SERPINA5,Tier 3A,N,Y,N
ENSG00000188508,KRTDAP,Tier 3A,N,Y,N
ENSG00000188517,COL25A1,Tier 3A,N,Y,N
ENSG00000188655,RNASE9,Tier 3A,N,Y,N
ENSG00000188672,RHCE,Tier 3A,N,Y,N
ENSG00000188710,QRFP,Tier 3A,N,Y,N
ENSG00000188729,OSTN,Tier 3A,N,Y,N
ENSG00000188763,FZD9,Tier 3A,N,Y,N
ENSG00000188770,OPTC,Tier 3A,N,Y,N
ENSG00000188783,PRELP,Tier 3A,N,Y,N
ENSG00000188958,UTS2B,Tier 3A,N,Y,N
ENSG00000188987,HIST1H4D,Tier 3A,N,Y,N
ENSG00000189001,SBSN,Tier 3A,N,Y,N
ENSG00000189056,RELN,Tier 3A,N,Y,N
ENSG00000189068,VSTM1,Tier 3A,N,Y,N
ENSG00000189403,HMGB1,Tier 3A,N,Y,N
ENSG00000189430,NCR1,Tier 3A,N,Y,N
ENSG00000196083,IL1RAP,Tier 3A,N,Y,N
ENSG00000196104,SPOCK3,Tier 3A,N,Y,N
ENSG00000196136,SERPINA3,Tier 3A,N,Y,N
ENSG00000196176,HIST1H4A,Tier 3A,N,Y,N
ENSG00000196260,SFTA2,Tier 3A,N,Y,N
ENSG00000196296,ATP2A1,Tier 3A,Y,N,N
ENSG00000196739,COL27A1,Tier 3A,N,Y,N
ENSG00000196924,FLNA,Tier 3A,N,Y,N
ENSG00000196937,FAM3C,Tier 3A,N,Y,N
ENSG00000196966,HIST1H3E,Tier 3A,N,Y,N
ENSG00000197061,HIST1H4C,Tier 3A,N,Y,N
ENSG00000197081,IGF2R,Tier 3A,N,Y,N
ENSG00000197110,IFNL3,Tier 3A,N,Y,N
ENSG00000197249,SERPINA1,Tier 3A,N,Y,N
ENSG00000197272,IL27,Tier 3A,N,Y,N
ENSG00000197409,HIST1H3D,Tier 3A,N,Y,N
ENSG00000197467,COL13A1,Tier 3A,N,Y,N
ENSG00000197586,ENTPD6,Tier 3A,N,Y,N
ENSG00000197594,ENPP1,Tier 3A,N,Y,N
ENSG00000197721,CR1L,Tier 3A,N,Y,N
ENSG00000197745,SCGB1D4,Tier 3A,N,Y,N
ENSG00000197746,PSAP,Tier 3A,N,Y,N
ENSG00000198053,SIRPA,Tier 3A,N,Y,N
ENSG00000198055,GRK6,Tier 3A,Y,N,N
ENSG00000198327,HIST1H4F,Tier 3A,N,Y,N
ENSG00000198339,HIST1H4I,Tier 3A,N,Y,N
ENSG00000198366,HIST1H3A,Tier 3A,N,Y,N
ENSG00000198518,HIST1H4E,Tier 3A,N,Y,N
ENSG00000198670,LPA,Tier 3A,Y,Y,N
ENSG00000198732,SMOC1,Tier 3A,N,Y,N
ENSG00000198821,CD247,Tier 3A,N,Y,N
ENSG00000198898,CAPZA2,Tier 3A,N,Y,N
ENSG00000203710,CR1,Tier 3A,N,Y,N
ENSG00000203747,FCGR3A,Tier 3A,N,Y,N
ENSG00000204248,COL11A2,Tier 3A,N,Y,N
ENSG00000204301,NOTCH4,Tier 3A,N,Y,N
ENSG00000204305,AGER,Tier 3A,N,Y,N
ENSG00000204386,NEU1,Tier 3A,N,Y,N
ENSG00000204414,CSHL1,Tier 3A,N,Y,N
ENSG00000204420,C6orf25,Tier 3A,N,Y,N
ENSG00000204444,APOM,Tier 3A,N,Y,N
ENSG00000204475,NCR3,Tier 3A,N,Y,N
ENSG00000204525,HLA-C,Tier 3A,N,Y,N
ENSG00000204542,C6orf15,Tier 3A,N,Y,N
ENSG00000204632,HLA-G,Tier 3A,N,Y,N
ENSG00000204671,IL31,Tier 3A,N,Y,N
ENSG00000204969,PCDHA2,Tier 3A,N,Y,N
ENSG00000205403,CFI,Tier 3A,N,Y,N
ENSG00000205542,TMSB4X,Tier 3A,N,Y,N
ENSG00000205809,KLRC2,Tier 3A,N,Y,N
ENSG00000205863,C1QTNF9B,Tier 3A,N,Y,N
ENSG00000206047,DEFA1,Tier 3A,N,Y,N
ENSG00000211639,IGLV4-60,Tier 3A,N,Y,N
ENSG00000211641,IGLV11-55,Tier 3A,N,Y,N
ENSG00000211896,IGHG1,Tier 3A,N,Y,N
ENSG00000211897,IGHG3,Tier 3A,N,Y,N
ENSG00000213088,DARC,Tier 3A,Y,Y,N
ENSG00000213218,CSH2,Tier 3A,N,Y,N
ENSG00000213398,LCAT,Tier 3A,N,Y,N
ENSG00000213809,KLRK1,Tier 3A,N,Y,N
ENSG00000213892,CEACAM16,Tier 3A,N,Y,N
ENSG00000213918,DNASE1,Tier 3A,N,Y,N
ENSG00000213927,CCL27,Tier 3A,N,Y,N
ENSG00000213949,ITGA1,Tier 3A,N,Y,N
ENSG00000215018,COL28A1,Tier 3A,N,Y,N
ENSG00000215704,CELA2B,Tier 3A,N,Y,N
ENSG00000215788,TNFRSF25,Tier 3A,N,Y,N
ENSG00000215853,RPTN,Tier 3A,N,Y,N
ENSG00000216490,IFI30,Tier 3A,N,Y,N
ENSG00000219438,FAM19A5,Tier 3A,N,Y,N
ENSG00000221957,KIR2DS4,Tier 3A,N,Y,N
ENSG00000223865,HLA-DPB1,Tier 3A,N,Y,N
ENSG00000223953,C1QTNF5,Tier 3A,N,Y,N
ENSG00000224916,APOC4-APOC2,Tier 3A,N,Y,N
ENSG00000228278,ORM2,Tier 3A,N,Y,N
ENSG00000229314,ORM1,Tier 3A,N,Y,N
